start	end	text
0	7200	Hello, everyone. Today, we're going to be talking about Doom Eternal, and no, I don't mean Brexit.
9120	13120	That's the only joke in today's video, everyone. I hope you enjoyed it.
13560	19040	So anyway, before we actually get to Doom Eternal, if you remember, late last year,
19040	26720	I made a video about Cuphead and the various non-controversies associated with it called Cuphead the Fake Outrage,
27360	32880	which is a cleverly ambiguous, algorithm-fooling title there, if I do say so myself.
32880	38960	Cuphead, as a recent popular game, was being discussed and critiqued by games journalists and consumers
38960	42720	in articles and videos and Twitter conversations and the likes.
42720	48720	Now, what my video did was expose how various anti-feminist, anti-social justice folks online
48720	52160	lied about the nature of the discussions and critiques of Cuphead
52160	56400	in order to conjure the specter of an evil SJW outrage monster
56400	60240	that wants to take away their audience's new favorite video game.
60240	63200	It's a sort of constructed meta-outrage.
63200	68080	You know, you act outraged about the air-quote SJWs being outraged,
68080	71360	except you also made the SJWs up.
71360	75120	It's shameless clickbait pandering tactics, basically.
75840	80320	Cuphead the Fake Outrage was a landmark video in the history of games journalism
80320	82400	and changed the face of YouTube forever.
84080	89440	The meta-outrage industry was shamed into silence, collectively promising that in the future
89440	93600	they would only respond proportionally to real, substantial news stories
93600	97120	about things that actually happened in reality.
97120	100240	And having gotten that completely real setup out of the way there,
100240	105440	it's time to take a big sip of coffee and do a YouTube search for Doom Eternal.
106240	108720	Oh, no. What's happened here, then?
109440	113520	SJW snowflakes triggered by Doom Eternal.
113520	118320	SJW outrage ensures Doom Eternal will be bestseller.
118320	122960	SJWs flip over Doom Eternal mocking immigration.
123600	128560	YouTubers Sargon of Akkad, No Bullshit, and The Quartering there,
128560	134960	all talking about how the SJWs are triggered and outraged and so on about Doom Eternal.
134960	138240	And those three weren't the only ones who made videos about this topic.
138240	144400	There's also Geeks and Gamers, Optimus, Dr. Shame, Steve Talon,
144400	149600	Maltered Bampot, Half-Harry, Timkast, Xander Scullion,
149600	153920	Weaponized Nerd Rage, Jacob Strickland, The Good Old Gamer,
153920	156720	The Hyrule Bard, A Guy and His Games,
156720	160640	Resident Evil God, Millennial Reject, McDovin,
160640	163920	Rundan, FM Vipera, Prince of Fallen,
163920	167920	Gamers Cafe, The Hellwalker, Zanyvids, American Krogan,
167920	171120	Vossen Media, It's a Gundam, Scummy Rebel, Jim the Ape,
