start	end	text
0	14540	Hi. I'm Jackie Jackson, host of the Freedom Report, where every question is eternal. Should
14540	21120	women be allowed to vote? Can Black people do science? Is a cabal of Jewish elites colluding
21120	28980	with the Trilateral Commission to turn Atlantis gay? I guess we'll never know. The important
29020	38100	thing is that we never stop debating. Do vaccines cause feminism? Where do gay people come from?
38100	48940	What's really inside the moon? Fossils, are they real? Why is there no White History Month? What
48940	57180	if dreams are the real reality? Tonight we'll be debating the question, are trans women women? My
57220	63020	first guest is Tiffany Tumbles, host of the popular YouTube series Trans Tips with Tiffany.
63020	69460	Clarence, could we roll a clip? Hi fam, welcome to Trans Tips with Tiffany with new feminization
69460	74660	secrets every week to help you unlock your inner woman. This week I'll be demonstrating how women
74660	80140	eat barbecued ribs. So you have your rack of ribs and what men usually do is they just take a rib
80140	85500	and they just kind of dig in. Now some guys like it if you do that. They like a girl who's a little
85500	113900	bit messy but if you want to appear more feminine what you should do is just... Fuck. Wow, truly
113900	120300	inspiring. My other guest tonight is Abigail Cockbane, feminist activist and author of The
120300	127220	Trans Menace, Lesbian Genocide and the Rape of Feminism. So tell me Abigail, are trans women
127220	132940	really women? If by trans women you mean men who put on lipstick and invade women's spaces then no,
132940	138820	men are not women. Okay and Tiffany what do you say to that? Um do I really have to respond to
138820	145380	that? Well yes, yes you do. You're here to debate aren't you? The debate must commence Tiffany. The
145380	151580	debate must commence. Well I am a woman. I live my life as a woman. I wake up as a woman. I make love
151580	157900	as a woman. I experience misogyny like a woman. No no no no no no. Females are oppressed under
157900	163460	patriarchy because men want to control our wombs. Men impersonating women do not have wombs and they
163460	167940	cannot be oppressed on that basis. Well what about infertile cis women? Men don't want to control
168100	172740	their wombs but they still experience sexism don't they? Yes because being female means you're
172740	177500	assumed to have female reproductive function. Men do not try to control the reproductive function
177500	182700	of other men pretending to be women. I am not a man pretending to be a woman. When men cat-call
182700	187660	trans women, when they rape us, when they harass us, when they deny us employment, they don't care
187660	191700	that we don't have a womb. They only care that we're women. Well does any of that even happen?
191700	197300	I for one can always tell the difference between a real woman and a man in a wig and I'm pretty sure
197340	201980	so can men. Well you would know that it happens all the time if you were willing to listen to the
201980	209380	experiences of trans women but you're not willing to do that because you are a TERF. What did you
209380	216220	just call me? Yeah what does that mean? A TERF, a trans exclusionary radical feminist. That is a
216220	221820	vicious anti-female slur. You know it's really not. It's just a fact that that's what you are.
221820	226260	If anything it's too generous because there's nothing radical or feminist about your view.
226260	234460	What? You're a bad feminist. What did you say? Yeah this is a hot exchange of ideas. Keep it
234460	239500	going girls. You're a bad feminist. This is just reactionary gender essentialism with a radical
239500	245300	veneer. How dare you say that? I'll teach you a thing or two about gender essentialism. Gender
245300	249900	essentialism is the idea that wearing high heels and a miniskirt makes you a woman. I never wear
249900	255140	high heels or miniskirts. Why do you think trans women do this? Well Caitlyn Jenner. Not all trans
