start	end	text
0	16320	When he's not lecturing the left about how their awful behavior is turning people away
16320	21400	from their ideas and they have the wrong priorities, it makes the left look demented. This is the
21400	26540	reaction of a group of people who have lost all sense of perspective. Or having long-winded
26540	31100	discussions about how the Magic the Gathering feminists have ruined the card game because
31100	35820	he hasn't seen as many tits recently. Carl's busy openly tweeting gay porn at people, the
35820	40700	latest in a long line of what I believe he calls a convincing argument. Unfortunately,
40700	44760	Twitter aren't wise to these fifth-dimensional genius discourse moves and briefly suspended
44760	49260	his account, citing a violation of Twitter's rules of conduct regarding abusive behavior.
49260	54700	Wait, Twitter has those? Well, if it does, it clearly has too many. If a man with hundreds
54700	59260	of thousands of followers can't send unsolicited pornography to people, we're basically living
59260	65140	in a social studies warrior dystopia. The smart, reasonable attention-seekers on InfoWars.Facebook
65140	69700	are very sure it's because he tweeted about how immigration causes crime, which, using
69700	75180	maths, is correct. Since a non-zero percentage of all people in every country commit crimes,
75180	78900	immigration from any country theoretically puts citizens at risk. We need to block immigration
78900	83100	from every co- No, I'm just kidding. Only Muslim ones. Because you know what they're
83420	88100	And that's not racism. Islam is not a race, so it can't possibly be bigoted to assume
88100	92540	that all criminals need to be stopped. I'm rational. Don't criticize me or I'll send
92540	98340	you porn. And in Carl of Sad's defense, he only does this to Nazis and members of
98340	102100	the alt-right in an attempt to get them to stop following him, which is probably an effective
102100	106080	short-term solution. The long-term one, of course, would be to re-evaluate why his claims
106080	110460	keep attracting the agreement of neo-Nazis. It's also weird that all of a sudden having
110460	114660	weirdo fascists on your side is a bad thing. Back when the EDL announced their support
114660	119020	for him, he was all like, if I can get racists to support me, then I win. But it turns out
119020	122540	deliberately making racist homophobes your audience causes them to see you as one of
122540	127140	their own. Weird, that! Usually, the best way to stop ridiculous people from siding
127140	131940	with you is to learn how to read studies and cite facts and evidence to form your arguments.
131940	135300	And maybe refrain from telling members of parliament whether or not you'd rape them
135300	139100	in an attempt to get attention for being edgy. Considering he doesn't even like the people
139100	141980	whose attention it gets him, that would kind of seem obvious, wouldn't it?
