start	end	text
640	4000	Over the last decade, milk has become a bit controversial.
4800	9360	Some people say it's a necessary and nutritious food, vital for healthy bones.
10000	13120	But others say it can cause cancer and lead to an early death.
13760	17600	So, who's right? And why are we drinking it anyway?
17600	29040	Milk is the basis of every mammal's diet after birth,
29040	31840	when our digestive systems are immature and small.
33200	36960	Basically, it's power food to kick-start our bodies and help us grow.
38160	42480	Milk is rich in fat, vitamins, minerals and milk sugar, lactose.
43440	48320	On top of that, for a while after birth, it also contains antibodies and proteins
48320	51440	that protect us from infections and regulate our immune system.
52400	54400	But it's a lot of effort for mothers to produce.
55280	59920	Eventually, humans stop drinking mother's milk and transition to the diet of their parents.
60880	62880	This is how it's been for thousands of years.
64000	69600	Until about 11,000 years ago, when our ancestors settled down in the first agricultural communities.
70560	75040	Soon, they domesticated the first dairy animals, goats, sheep and cattle.
76320	80000	They found that dairy animals are able to eat useless and abundant stuff
80000	82320	and turn it into nutritious and tasty food.
83360	87760	This made a huge difference in terms of survival, especially in hard times.
88640	92000	So groups that had milk available had an evolutionary advantage.
93040	97760	And through natural selection, it changed the genes of communities who consumed a lot of it.
98240	102400	This adaptation has to do with a specialized enzyme, lactase.
103040	104960	Babies have a lot of it in their system,
104960	108640	so they can break down the milk sugar lactose and digest milk easily.
109680	113360	But the older we grow, the fewer lactase enzymes our body produces.
114240	119440	Worldwide, about 65% of the population do not have the enzyme after infancy,
119440	124160	which means they are not able to digest more than about 150 milliliters each day.
124560	128320	This lactose intolerance is not spread evenly around the world, though.
129280	132800	In some East Asian communities, for example, it's up to 90%.
133760	137200	In Northern Europe and North America, the rates are the lowest overall.
139040	142240	There are probably a few reasons for this uneven distribution.
142240	145040	The trait was first introduced by random mutation,
145040	148080	which happened independently of each other in a few populations.
149520	152880	The fact that farming replaced hunting and gathering more and more animals
152880	156240	created natural selection pressure.
157680	162400	People who were able to digest lactose had more foods at hand, which was an advantage.
163360	166880	The migration of dairy farmers to the north then spread it further,
166880	170080	which probably pushed back populations there that didn't have the trait.
172240	176400	Okay, but if milk has been a valuable part of our diet for thousands of years,
176400	178000	why is it so controversial?
178320	185840	There are a number of claims regarding the negative and positive health effects of milk.
186720	188960	The negative ones cover a wide variety,
190240	195520	from brittle bones to cancer and cardiovascular diseases to intolerance and allergies.
196400	197760	So how do they hold up?
198800	203920	Some older studies found a connection between milk and a high risk of breast, colon,
203920	205040	and prostate cancer.
206640	209920	But meta-analyses found no impact on your cancer risk.
210800	216480	On the contrary, the calcium in milk might even have a protective effect against colon cancer.
216480	221360	Although this could be calcium in general, it's not clear milk plays a role in this effect.
222320	225440	Only studies on prostate cancer showed an increased risk
225440	229040	for people who consumed more than one and a quarter liters of milk a day.
229040	234240	But again, the association is inconsistent and other studies don't find any effect.
235280	239120	We discuss these studies in more detail in our sources document.
239120	244560	All in all, the research seems to show that if you drink between 100 to 250 milliliters
