start	end	text
0	4760	And now, at long last, in our not-very-deep trek into feminist film theory,
4760	10580	it is time to talk about Michaela Banes, the most well-rounded and worthwhile character in the Transformers movies.
12500	14500	What?
20340	25400	When people think about women in the Transformers movies, the first thing that comes to mind after that
25620	32440	Romeo and Juliet lost scene from the Age of Extinction is Megan Fox, but Megan Fox's character, Michaela Banes
32720	34720	Get it? Michaela
35360	36760	Banes
36760	40360	is just the beginning of discussion where women in these movies are concerned.
40620	44980	Because the first movie, easily the most cohesive of any of them from a screenplay perspective,
45220	51620	actually has some comment on the way women are treated by men who underestimate them by being overqualified for a thankless job,
52020	56940	by being dismissed by one's superiors in the workplace because they don't take you seriously because you're a girl.
57340	63440	Given that over the last decade these movies have become an emblem of all that is backward and misogynist in the world,
63620	68340	people have forgotten that the first movie is weirdly sympathetic to its female characters.
69580	70340	On paper.
70340	76380	But this sympathy to the female characters in the screenplay is undermined by the way the women are framed by the camera,
76380	80380	and the framing gives the audience a different takeaway than what we see on the page.
80580	83380	It squirts the fuel in so you can go faster.
85540	86860	I like to go faster.
86860	89660	Let's recap the plot of Transformers 1.
89700	98380	A down-on-her-luck working-class girl with a gift at hot-wiring and fixing cars gets swept up into a godlike clash of space car robots by a hapless idiot.
98380	100380	I just put in that light there.
100620	102540	And that disco ball.
102540	104540	So the light reflects off the disco ball.
105540	106540	Aw.
106540	108540	She is obviously skeptical at first.
108540	111540	Why would the alien space robots have any use for such a worthless dummy?
111540	115540	He seems incapable of even looking after himself, and she even has to save him a couple times.
116540	117540	He's gonna kill me!
122540	124540	But this girl has problems of her own.
124540	126540	Not only do the men in her life not respect her.
126540	127540	Hey, how about you let me drive?
127540	128540	Oh, no. No, no, no.
128540	129540	This is not a toy.
129540	130540	These 22s?
130540	131540	Romantic friends do this.
131540	133540	I mean, I'm not that friend.
133540	134540	I mean, I could be.
134540	135540	You in the training bra.
135540	136540	Do not test me.
136540	140540	Her dad is in jail and she herself has a juvie record for aiding and abetting.
140540	142540	You know those cars my dad used to teach me to fix?
142540	144540	Well, they weren't always his.
144540	145540	They're still cars.
145540	151540	But eventually she learns to see her involvement with the alien robots as a chance to use her bravery and her automotive skill set,
151540	155540	which everyone has always underestimated and not appreciated because she is a girl.
155540	159540	To not only get her juvenile record expunged, and to redeem her car thief dad,
160540	165540	but to help the alien space robots save the world from the other alien space robots.
165540	168540	You think I'm shallow, huh?
168540	174540	I think there's a lot more than meets the eye with you.
174540	178540	Michaela, the only human character with an interest in cars.
178540	182540	You've got a high-rise double pump carburetor. That's pretty impressive, Sam.
182540	185540	The only character with even some approximation of a backstory.
185540	188540	I have a record because I wouldn't turn my dad in.
188540	194540	The only character who self-actualizes, not because others tell her to, not because she is given instruction,
194540	198540	but because she realizes her self-worth on her own.
198540	203540	Oh, God, I can't even tell you how much I'm not your little bunny.
203540	206540	A few years ago, back when we were first kicking around the idea of this project,
206540	213540	I asked Twitter to describe Michaela's character and the results were telling.
214540	221540	Audiences thought it was a given that Michaela was worse written or acted than any of the other characters in the movie
221540	226540	when she very clearly wasn't, but people didn't notice that there was indeed more than meets the eye
226540	230540	because the camera was sending a different message than the script was,
230540	234540	namely that Michaela is not here as a character who grows and changes over the course of a narrative,
234540	237540	but as gratuitous eye candy.
237540	240540	If the theme of the movie is no sacrifice, no victory...
240540	244540	No sacrifice, no victory!
244540	248540	Sam has never sacrificed anything, which Michaela actually points out.
248540	251540	I have a record because I wouldn't turn my dad in.
251540	255540	One of you had to sacrifice anything in your perfect little life.
255540	260540	But Michaela has. Michaela's skill set, backstory, and character arc fit much more neatly with the theme
260540	264540	that the movie is at least going for than the main character himself.
264540	269540	So Transformers 1 isn't so much Sam's coming-of-age story as it is Michaela's.
269540	274540	So given this character, whom everyone underestimates, but is also the only character with any interest or history with cars,
274540	279540	something that might have even led her to, I don't know, discover something about Bumblebee,
279540	284540	like look under his hood and go, hmm, there's something different about this engine.
284540	287540	I think your car might be an alien robot.
287540	291540	Maybe have her established skill set pay off in some narrative way, but it doesn't.
291540	293540	Just pop the hood.
293540	298540	And that image of Michaela leaning over the car, talking about how men don't like that she has skills as a mechanic
298540	300540	because of her gender and the way she looks.
300540	303540	That's weird. I just wouldn't peg you for mechanical.
303540	305540	Well, you know, I don't really broadcast it.
305540	308540	Guys don't like it when you know more about cars than they do.
308540	312540	All while Sam leers at her and listens to not one word she is saying.
312540	315540	This is what we might call dissonance of framing.
315540	319540	The text is saying one thing, the framing is saying something else.
319540	321540	What do people remember from this scene?
321540	323540	Do they remember what Michaela says?
323540	326540	Guys don't like it when you know more about cars than they do.
327540	328540	He hates it.
328540	331540	Or do they remember the way Megan Fox's body was shot?
331540	334540	Michaela is emblematic of the problem with these movies.
334540	338540	Long movies that move so fast that the story is almost impossible to follow,
338540	343540	so aesthetic impressions get weighted much more heavily than thematic or narrative ones.
343540	347540	And when you have a director who is much more interested in frame-for-frame sake
347540	350540	rather than using the camera to emphasize the storytelling,
350540	353540	the narrative, the character, and theme are at war with the aesthetics.
353540	356540	The text says one thing, the camera says another,
356540	358540	and because this is a visual medium,
358540	361540	what the audience remembers is what the camera tells them.
361540	365540	Michaela is talking about how people don't see her as anything but a pair of T&A,
365540	369540	but all the while the camera is conveying to the audience that this is her value.
369540	373540	And unless you're a pedant like me who's obsessed with fixing the flaws of the screenplay
373540	375540	because it had potential, dammit!
375540	377540	That's all the audience takes from it.
377540	381540	On the other end of the spectrum are the women that are not frames of objective desire,
