start	end	text
0	3500	So here we are again, talking about CinemaSins again.
3500	9500	And undoubtedly, some of you out there who've seen my other videos on this subject are saying,
9500	12800	again, isn't this just beating a dead horse at this point?
12800	16600	I mean, we've already said everything that needs to be said about CinemaSins,
16600	19800	anything else is just gonna be retreading old ground.
20400	25400	And to you people, I say, uh, correct.
25900	32400	But to tell you the truth, I just can't get CinemaSins out of my head, for whatever reason that is.
32400	40400	I see the CinemaSins logo in my sleep, I hear Jeremy's voice in my dreams.
40400	47900	When I wake up, I say, oh, waking up from being asleep, cliche.
48900	56400	When I go into the bathroom, I say, oh, here's my toothbrush, Ex Machina.
57400	64400	And at this point, I think the safe thing to do is to just keep pushing forward
64400	66900	until I've got it all out of my system.
67400	71900	So I've watched a few more CinemaSins videos, and a thought struck me.
71900	76400	Someone, probably a crueler person than me with more time on his hands,
76400	81900	could make a fairly good CinemaSins parody video where they were incredibly nitpicky,
82400	86400	and pick CinemaSins up on all of their minor errors that they make.
86400	90400	You know, just little things like saying there's no gravity in space,
90400	96900	or, for instance, in Alien they complain that the spaceship isn't aerodynamic or streamlined,
96900	102900	even though we understand why spaceships in space don't have to be aerodynamic.
102900	106900	They get the Roman numeral for seven wrong and accidentally write twelve.
107400	110900	In Ant-Man, they're confused when they see the ants making a raft
110900	113900	and think there's ants under the surface drowning,
113900	119900	but they've just apparently never seen that happen, like in a nature documentary or anything.
120400	124900	CinemaSins seem to struggle with animal knowledge in general here.
124900	129900	Watch this following clip from the video about the movie Tarzan.
129900	131900	I'll be the best ape ever!
131900	134900	Wait a second, I've been nervous all video about how to refer to these primates.
134900	136400	Apes, gorillas, monkeys, et cetera.
136400	140900	And I assumed, by the inclusion of a silverback alpha male, this movie was telling me they were gorillas.
140900	144400	But this f***ing kid casually calls them all apes, basically, and the movie does not object.
144900	148900	Now, we know that they can be both gorillas and apes,
149400	156400	because an ape is a classification of certain types of animals, which includes gorillas,
156400	160400	and I can't really fault CinemaSins for just not knowing something like that.
160400	163400	That's just something which you either know or you don't.
163900	167400	I will say, though, if I was making a YouTube video about it
167400	170900	that was potentially gonna be watched by millions of people,
170900	174400	I would probably have a quick Google of that first.
175900	178400	But whatever, you know, that's a minor point.
178900	183900	And there's the usual typos, minor spelling and grammatical errors,
183900	189400	which, I mean, they're to be expected, you know, worn out instead of worn out.
189900	193400	They accidentally call Woody Andy in a scene.
194400	196400	They spell Shia Khan's name wrong.
196900	199400	They spell Sacha Baron Cohen's name wrong.
199900	202900	And they pronounce George Takei's name wrong.
203400	204400	Ah, George Takei!
204400	208400	And of course, there's just the minor misunderstandings, things like that.
209400	214400	They think that the antagonist in Kung Fu Panda is a tiger when it's actually a leopard.
215400	221400	In one of the Fast and Furious films, they think that the character Brian drives a Scion when he's driving a Subaru.
221900	225400	In Casino Royale, they call this finger a raccoon.
226900	228900	I'm actually not sure if they're joking here,
228900	233900	because it's so obviously not a raccoon that I think, well, they must just be taking the piss.
234400	237400	In Rocky IV, they call a wristwatch a necklace.
238400	242900	In one of the Turtles films, they call this chocolate bar a breadstick.
243400	245900	They call this thing an iPad when it isn't.
246900	251400	They think Snape's Patronus is a stag when it's actually a dough.
251900	257900	In Wrath of Khan, they think that these Flintlock pistols are revolvers.
258400	262900	And there's other minor points, it's not really fair to pull CinemaSins up on them.
263400	265900	Like this clip from their video on The Jungle Book.
