start	end	text
0	7000	Oh my god.
30000	57800	So here we are. In Hobbiton. Well, the movie set fictionally known as Hobbiton. In New
57800	65840	Zealand, trying to recapture the lost magic of our childhoods. It comes easier to some
65840	74160	of us. I'm going on an adventure! Nella, you were 28 when that movie came out. Anyway.
74160	81920	This isn't so bad. I mean, it's a little exploitative, but you know, this is actually
81920	88040	kind of fun. This is pretty fun. This is actually a lot of fun. I don't think I've
88040	93920	reclaimed any lost innocence, but I am having fun. Still, I do have a bigger purpose in
93920	99480	coming here. Sure, yeah, we want to recapture that childhood magic. But first, before we
99480	104560	allow ourselves to really go down that road, since this is a movie set made by a production,
104560	114400	we need to talk about the production. We really need to figure out. Okay, let's go
114400	118520	back. Lord of the Rings movies come out, Jackson wins all of the Oscars, the movies make all
118520	122000	the money. Then the good times come to an end when Jackson and company decide that New
122000	125440	Line Cinema, the studio that bankrolled and distributed their Lord of the Rings films,
125440	129100	is holding out on them. So factor number one is Jackson's original lawsuit against New
129100	133820	Line Cinema in 2005. To keep this short, this results in Jackson being booted from all things
133860	138020	related to The Hobbit eventually turning into a feature film or several. A couple of years
138020	143100	pass and then in late 2007, Jackson and company settle out of court and he agrees to executive
143100	147020	produce The Hobbit movies. But Jackson does not want to direct The Hobbit films owing to his
147020	151060	commitments to Tintin and The Lovely Bones, although he does want to be involved along
151060	154860	with Fran Walsh and Philippa Boyens in a producorial context. In Jackson's words,
154860	158980	he's already spent three three-hour movies in Middle-earth and that was enough for him. The
158980	163580	guy he wants to direct is Guillermo del Toro, who is fresh off the triumph of his Hellboy movies and
164060	169260	a critical darling, Pan's Labyrinth. Also around this time, New Line Cinema merges with Warner
169260	174500	Brothers in 2008. So in the grand tango of rights, this is how Warner Brothers acquired the rights to
174500	179620	all things The Lord of the Rings, but not the rights to The Hobbit. See, MGM has those. And
179620	185300	MGM has a problem. 3.7 billion of them in fact, which was around the amount of crippling debt
185300	189580	the studio had amassed around the time of the Warner Brothers New Line merger. Given this debt,
189580	194340	MGM could not finance or even co-finance a blockbuster project. So given that New Line
194340	197820	and Warner Brothers were very anxious to create what would inevitably be lucrative movies based
197820	202980	on The Hobbit, MGM and New Line brokered a right-sharing deal for two movies, both directed
202980	208980	by Guillermo del Toro. The year is 2009, pre-production is a go for del Toro's The Hobbit.
208980	217460	I am exploding with the desire of just showing everything. Del Toro was much more keen on The
217460	221500	Hobbit than he was for The Lord of the Rings. His vision was to make the films both visually and
221500	226300	tonally distinct from The Lord of the Rings, and to give them a more operatic, fairytale-like feel
226300	230860	in contrast to the more grounded tone and aesthetic of The Lord of the Rings. Del Toro seemed to want
230860	234980	to capture the whimsical spirit of the book. You don't have a committee. You don't have a group of
234980	241060	studio people telling you there should be a happy ending here and they should never go to see the
241060	247860	Spiders. Bjorn is not rating with this age group. But as we would find out later, that wasn't what
247860	253020	Jackson or the studio wanted. Del Toro lived in Wellington for 18 months working on pre-production
253020	258860	for The Hobbit before leaving the project in late 2009. And here, okay, here's where it starts to
258860	263580	get a little bit tinfoil hattie, but bear with me. After del Toro left, all parties involved cited
263580	268180	scheduling conflicts and claimed that it was all taking too long, and del Toro got impatient and
268180	273100	wanted to work on other things, so he left. But given how quickly The Hobbit went into production
273100	281380	after he left, to me that reads either as a partial truth or a mistruth. In 2012, Philip
281380	285100	O'Boyan stated that Peter Jackson had to step up and direct for it to start making sense in terms
285100	290660	of those financial models. But for del Toro, the issue feels emotionally fraught.
290660	299380	I have incredible heartache. I feel terrible about it. It's very hard, it's getting a little
299380	304700	easier to talk about it, but essentially it's like you've been recently widowed and everybody
304700	310980	asking you exactly how your wife died. Again, there may be partial truths to the idea that this was all
310980	315860	just taking too long, but this does not read to me of a guy who voluntarily left a project he'd
315860	321260	spent almost two years on because he was feeling impatient and wanted to fly free, little bird. Yeah,
321260	326540	it was taking a while, but if you've worked in film, you know that 18 months of pre-production
326540	332540	for a project this huge, it's not that much. There was none of this taking wonderful photographs in
332540	338340	front of racks of armour, completed a year before production as we did on Lord of the Rings. If you
338340	343300	think about that time, there was incredible planning. There were three and a half years
343460	347860	of pre-production before we rolled the cameras. And then there's the fact that when Jackson took
347860	352260	over, those 18 months of pre-production got completely scrapped. Jackson threw out everything
352260	355820	that del Toro had done, which speaks to me that there was something about del Toro's vision that
355820	360100	was fundamentally at odds with the movies that Jackson and the studio wanted to make. But here's
360100	365820	the thing, I don't think that the studio really knew what movies they wanted, just that they wanted
365820	369740	it to look and feel like the Lord of the Rings, because they aren't shy about the fact that no
369740	373100	department was given adequate time and there was effectively no pre-production.
373100	375380	Penny never got a chance to prep these movies.
375380	378300	You can't, I can't say that, but he didn't.
378300	384380	You now have to plan on the go. You're laying the tracks directly in front of the train,
384380	387860	and that chased us all the way to the end.
387860	392940	Question to me is why, if they've already wasted so much time and money on del Toro's
392940	397620	pre-production, why not give Jackson at least a few months? The best answer I've been able to
397620	402420	find is those financial models. Pre-production costs money, and Warner Brothers felt like they'd
402420	407700	wasted enough, so the decree was to get it done, do it now, or we will find someone who will.
407700	413420	At least that's what it seems like to me. New Zealand is a small country. Surely if I poke
413420	417940	around I can find someone who can tell me what happened on the set. Or better yet,
417940	419580	find someone who was actually there.
420580	428580	This was the day, the last day, that we were all, the core cast, were all together.
428580	437580	The Hobbit and the wizard with all the dwarves. And each one of us got one of these.
437580	448580	Yes, my name is John Callan, and I've worked in theatre, television, radio, film, since the early 70s.
